EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-08400668	CIL 12, 00093 = AlpCott-App, 00011 = Rosso 00240 = MEFR-2000-912	Alpes Cottiae	Briancon / Brigantio	253	268	253	268	Augusti/Augustae;  mulieres;  tituli honorarii	Corneliae Saloninae / Augustae [	Corneliae Saloninae Augustae	Corneliae Saloninae Augustae			44.8984037	6.6436313			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD066621			253 to 268
EDCS-08400669	CIL 12, 00094 = AlpCott-App, 00012 = AE 2005, 00963	Alpes Cottiae	Briancon / Brigantio	96	169	96	169	leges;  ordo decurionum	domi]ni Aug(usti) Constan/[tini(?) pro]vincia Alpium Marit[imar(um) municipe]s eius muni/[cipii non m]inus multi quam qui [inter decurio]nes eius mu/[nicipii 3] municipibus eius muni[cipii civib]us Romanis / de conv[entu civi]um Romanorum / [civibus] Romanis qui municip[ii Brigantionis incolae sunt] / [3]biis Brigantionis sunt [3] / [3]M municipii inter ipsos [3] / [3]I cum peregrinis eius p[rovinciae	domini Aug Constan vincia Alpium Marit s eius muni inus multi quam qui nes eius mu municipibus eius muni us Romanis de conv um Romanorum Romanis qui municip biis Brigantionis sunt M municipii inter ipsos I cum peregrinis eius provinciae	domini Augusti Constantini provincia Alpium Maritimarum municipes eius municipii non minus multi quam qui inter decuriones eius municipii municipibus eius municipii civibus Romanis de conventu civium Romanorum civibus Romanis qui municipii Brigantionis incolae sunt biis Brigantionis sunt M municipii inter ipsos I cum peregrinis eius provinciae	aes		44.8984037	6.6436313			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD066622			96 to 169
EDCS-08400670	CIL 12, 00095 = CAG-05, p 89 = AlpCott-App, 00013 = Afrique p 408	Alpes Cottiae	Briancon / Brigantio	71	100	71	100	mulieres;  nomen singulare;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri	V(ivus) f(ecit) / T(itus) Parridius Parrionis / fil(ius) Quir(ina) Gratus quaest(or) / IIvir munic(ipii) Brigantien(sium) / sibi et Parrioni Excingi f(ilio) patri / Vennae Nematevi f(iliae) matri / Solitae sorori v(ivae) Adnemae sorori / v(ivae) Tittoniae Tittonis f(iliae) Tertiae uxori / v(ivo) T(ito) Parridio Ingenuo filio / v(ivae) Parridiae Gratae filiae	V f T Parridius Parrionis fil Quir Gratus quaest II vir munic Brigantien sibi et Parrioni Excingi f patri Vennae Nematevi f matri Solitae sorori v Adnemae sorori v Tittoniae Tittonis f Tertiae uxori v T Parridio Ingenuo filio v Parridiae Gratae filiae	Vivus fecit Titus Parridius Parrionis filius Quirina Gratus quaestor II vir municipii Brigantiensium sibi et Parrioni Excingi filio patri Vennae Nematevi filiae matri Solitae sorori vivae Adnemae sorori vivae Tittoniae Tittonis filiae Tertiae uxori vivo Tito Parridio Ingenuo filio vivae Parridiae Gratae filiae	lapis		44.8984037	6.6436313		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_12_00095.jpg;pp	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD066623			71 to 100
EDCS-08400671	CIL 12, 00096 = AlpCott-App, 00014	Alpes Cottiae	Briancon / Brigantio	1	250	1	250	mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri	] / Modesto Sulpicio / Secundinae nepti	Modesto Sulpicio Secundinae nepti	Modesto Sulpicio Secundinae nepti			44.8984037	6.6436313			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD066624			1 to 250
EDCS-08400672	CIL 12, 00097 = AlpCott-App, 00015	Alpes Cottiae	Briancon / Brigantio	1	250	1	250	mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri	] / V SV V Sulpici Sextini / f(ilii) Tertullae nepti	V SV V Sulpici Sextini f Tertullae nepti	V SV V Sulpici Sextini filii Tertullae nepti			44.8984037	6.6436313			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD066625			1 to 250
EDCS-32803687	CIL 12, 05686,0831a	Alpes Cottiae	Briancon / Brigantio					nomen singulare;  sigilla impressa;  tituli fabricationis;  viri	Sevvo feci(t)	Sevvo feci	Sevvo fecit	opus figlinae		44.8984037	6.6436313						
EDCS-05400470	CIL 05, 07221 = AlpCott 00085 = Cimarosti-2008-D, 00021	Alpes Cottiae	Bruzolo / Bersuoli	1	100	1	100	mulieres;  nomen singulare;  tituli sepulcrales;  viri	V(iva) f(ecit) / Tertia Cabutonis / f(ilia) sibi et Tertio Cacu/si f(ilio) viro Ingenua[e] f(iliae) / Trasio f(ilio) Valerio f(ilio) et / Excingo Quarti f(ilio) nep(oti)	V f Tertia Cabutonis f sibi et Tertio Cacusi f viro Ingenua f Trasio f Valerio f et Excingo Quarti f nep	Viva fecit Tertia Cabutonis filia sibi et Tertio Cacusi filio viro Ingenuae filiae Trasio filio Valerio filio et Excingo Quarti filio nepoti	lapis		45.1422257	7.195648		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AlpCott_00085.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_p813;HD065917			1 to 100
EDCS-05400471	CIL 05, 07222 = AlpCott 00078 = Cimarosti-2008-C, 00002	Alpes Cottiae	Bussoleno	51	100	51	100	mulieres;  tituli sepulcrales;  tria nomina;  viri	Ti(berius) Claud[ius 3] / Rustic[us 3] / Capitoni Lu[3] / Verconi(ae) Segia[e 3] / Claud(iae) Viriatae [3] / Claud(iae) Primigenia[e 3] / C(aio) Pinario Severo am[ico]	Ti Claud Rustic Capitoni Lu Verconi Segia Claud Viriatae Claud Primigenia C Pinario Severo am	Tiberius Claudius Rusticus Capitoni Lu Verconiae Segiae Claudiae Viriatae Claudiae Primigeniae Caio Pinario Severo amico	lapis		45.1392706	7.1477166		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AlpCott_00078.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_p813;HD065912			51 to 100
EDCS-05400472	CIL 05, 07223 = AlpCott 00144 = Cimarosti-2008-D, 00038	Alpes Cottiae	Bussoleno	1	50	1	50	liberti/libertae;  mulieres;  nomen singulare;  servi/servae;  tituli sepulcrales;  viri	Scinicus Atesmae l(ibertus) / et Ata Atesmae / ser(va) C(aius) Iulius / [L]eonis l(ibertus) / C[hr]omatiu[s] / parentibus / p(ecunia) s(ua)	Scinicus Atesmae l et Ata Atesmae ser C Iulius eonis l C omatiu parentibus p s	Scinicus Atesmae libertus et Ata Atesmae serva Caius Iulius Leonis libertus Chromatius parentibus pecunia sua	lapis		45.1392706	7.1477166		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AlpCott_00144.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_p813;HD065968			1 to 50
EDCS-05400468	CIL 05, 07219 = Piemonte 00153 = AlpCott 00084 = Cimarosti-2008-B, 00002 = AE 1998, +00859	Alpes Cottiae	Caprie	1	100	1	100	mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri	V(ivus) f(ecit) / Surius Clemens / Mogeti f(ilius) sibi et / Mogetio Surio / M(ogeti?) f(ilio) patri / Orbiae Vibiae / L(uci) f(iliae) matri / Aureliae L(uci) f(iliae) / Quartae uxori	V f Surius Clemens Mogeti f sibi et Mogetio Surio M f patri Orbiae Vibiae L f matri Aureliae L f Quartae uxori	Vivus fecit Surius Clemens Mogeti filius sibi et Mogetio Surio Mogeti filio patri Orbiae Vibiae Luci filiae matri Aureliae Luci filiae Quartae uxori	lapis		45.118845	7.331914		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_05_07219.jpg;pp	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_p813;HD065916;lu_20003			1 to 100
