EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-09100900	ILAlp-01, 00003 = CAG-73, p 95 = AE 1991, 01184 = AE 2003, +00019	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	211	212	211	212	litterae erasae;  ordo equester;  viri	I(ovi) O(ptimo) M(aximo) / Iunoni Reginae / Minervae / Soli Lunae / Herculi Graio / et dis praesidibus / huiusce provinciae [[3]]O[[3]] / proc(urator) Augg(ustorum)	I O M Iunoni Reginae Minervae Soli Lunae Herculi Graio et dis praesidibus huiusce provinciae O proc Augg	Iovi Optimo Maximo Iunoni Reginae Minervae Soli Lunae Herculi Graio et dis praesidibus huiusce provinciae O procurator Auggustorum	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD055307			211 to 212
EDCS-09100901	ILAlp-01, 00004 = ILGN 00015 = CBI 00044 = CAG-73, p 89 = AE 1910, 00119 = AE 2007, +00885	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	171	200	171	200	milites;  ordo equester;  tituli operum;  tituli sacri;  tria nomina;  viri	Marti Aug(usto) / T(itus) Accius T(iti) f(ilius) Q(uirina) Se/cundus Eburo/duni b(eneficiarius) P(ubli) Memmi / Clementis / proc(uratoris) Aug(usti) / v(otum) s(olvit) l(ibens) m(erito) / item templum de suo reno(vavit)	Marti Aug T Accius T f Q Secundus Eburoduni b P Memmi Clementis proc Aug v s l m item templum de suo reno	Marti Augusto Titus Accius Titi filius Quirina Secundus Eburoduni beneficiarius Publi Memmi Clementis procuratoris Augusti votum solvit libens merito item templum de suo renovavit	lapis		45.5573093	6.6522217		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CBI_00044.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD029805;1ae1910-29			171 to 200
EDCS-09100902	ILAlp-01, 00007 = CAG-73, p 101 = AE 1996, 00980	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	51	300	51	300	tituli sacri	] / v(otum) s(olvit) l(ibens) m(erito)	v s l m	votum solvit libens merito	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050205			51 to 300
EDCS-09100903	ILAlp-01, 00008 = CAG-73, p 90 = Rosso 00255 = MEFR-2000-913 = AE 1969/70, 00332	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	2	3	2	3	Augusti/Augustae;  tituli honorarii;  tituli sacri;  viri	[I]mp(eratori) Caesari / divi f(ilio) Aug(usto) pont(ifici) / max(imo) trib(unicia) pot(estate) XXV	mp Caesari divi f Aug pont max trib pot XXV	Imperatori Caesari divi filio Augusto pontifici maximo tribunicia potestate XXV	lapis		45.5573093	6.6522217		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Rosso_00255.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD013597			2 to 3
EDCS-09100904	ILAlp-01, 00015 = CAG-73, p 88 = Rosso 00259 = MEFR-2000-914 = AE 1996, 00973	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	283	285	283	285	Augusti/Augustae;  litterae erasae;  ordo equester;  tituli honorarii;  tria nomina;  viri	Imp(eratori) Caes(ari) / [[[M(arco) Aurel(io) Carino]]] / Pio [Fel(ici)] Aug(usto) / Invic[to] tri(bunicia) / pot(estate) [3] co(n)s(uli) / [p(ontifici)] m(aximo) [F(oro) Cl(audienses)] / Ceutro(nes) publice / curante L[atini]/o(?) M[arti]nia[no(?) v(iro) e(gregio)] / VO[	Imp Caes Pio Aug Invic tri pot cos m Ceutro publice curante L o M nia VO	Imperatori Caesari Marco Aurelio Carino Pio Felici Augusto Invicto tribunicia potestate consuli pontifici maximo Foro Claudienses Ceutrones publice curante Latinio Martiniano viro egregio VO	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=S2612;HD050197			283 to 285
EDCS-09100905	ILAlp-01, 00016 = CAG-73, p 90 = Rosso 00260 = MEFR-2000-914 = AE 1948, 00163	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	282	283	282	283	Augusti/Augustae;  litterae erasae;  ordo equester;  tituli honorarii;  tria nomina;  viri	Imp(eratori) C[aes(ari) M(arco) Aur(elio)] / [[[Caro Pio Feli]]]/c(i) Invict[o Aug(usto)] / p(ontifici) max(imo) tri[b(unicia) po]/t(estate) co(n)s(uli) II p(atri) p(atriae) [F(oro) Cl(audienses)] / Ceutron[es] / publice c[ur]/ante Lati[nio] / Martini[ano] / [v(iro)] e(gregio) pr[oc(uratore)] / Aug(usti)	Imp C c Invict p max tri t cos II p p Ceutron publice c ante Lati Martini e pr Aug	Imperatori Caesari Marco Aurelio Caro Pio Felici Invicto Augusto pontifici maximo tribunicia potestate consuli II patri patriae Foro Claudienses Ceutrones publice curante Latinio Martiniano viro egregio procuratore Augusti	lapis		45.5573093	6.6522217		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1948_00163.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=S2613;HD021777;1ae1948-62			282 to 283
EDCS-09100906	ILAlp-01, 00018 = CAG-73, p 100 = Rosso 00262 = MEFR-2000-914 = AE 1985, 00643	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	283	283	283	283	Augusti/Augustae;  litterae erasae;  tituli honorarii;  viri	Imp(eratori) Caesari / [[[M(arco) Aurel(io) Carino]]] / Pio Fel(ici) [Invict(o) Aug(usto)	Imp Caesari Pio Fel Invict Aug	Imperatori Caesari Marco Aurelio Carino Pio Felici Invicto Augusto	lapis		45.5573093	6.6522217		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Rosso_00262.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=S2641;HD002081			283 to 283
EDCS-09100907	ILAlp-01, 00023 = CAG-73, p 95 = Rosso 00265 = AE 1996, 00977	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	1	400	1	400	Augusti/Augustae;  tituli honorarii;  viri	] Aug(ustus?) [3] / [3 trib]un[icia potestate	Aug unicia potestate	Augustus tribunicia potestate	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050202			1 to 400
EDCS-09100908	ILAlp-01, 00024 = CAG-73, p 95 = Rosso 00266 = AE 1996, 00976	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	1	300	1	300		] fil(io?) [3] / [3]NIC[	fil NIC	filio NIC	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050201			1 to 300
EDCS-09100909	ILAlp-01, 00027 = CAG-73, p 90	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima					Augusti/Augustae;  tituli sacri;  viri	]I[3] / [3 d]ivi V[espasiani(?) 3] / [3]ATI[	I ivi V ATI	I divi Vespasiani ATI			45.5573093	6.6522217						
EDCS-09100910	ILAlp-01, 00028 = CAG-73, p 87 = AE 1995, 01021	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	201	230	201	230	Augusti/Augustae;  milites;  ordo equester;  tituli honorarii;  tria nomina;  viri	T(ito) Flavio Fabia / Gemino / equo publ(ico) praef(ecto) coh(ortis) / primae Thracum equi/tatae tribun(o) cohor(tis) p[ri]/mae Dalmatarum |(miliariae) trib(uno) / eiusd(em) cohor(tis) vice ter[ti]ae / donis militarib(us) donato / ab Imp(eratore) Severo Aug(usto) in expe/ditione Parthic(a) proc(uratori) ad / census acceptandos in / provincia Belgica / proc(uratori) Alpium Atrectiana/rum et vallis Poeninae / curatori rei p(ublicae) August[a]nor(um) / Praetorianorum F(oro) Cl(audienses) C(eutrones)	T Flavio Fabia Gemino equo publ praef coh primae Thracum equitatae tribun cohor p mae Dalmatarum trib eiusd cohor vice ter ae donis militarib donato ab Imp Severo Aug in expeditione Parthic proc ad census acceptandos in provincia Belgica proc Alpium Atrectianarum et vallis Poeninae curatori rei p August nor Praetorianorum F Cl C	Tito Flavio Fabia Gemino equo publico praefecto cohortis primae Thracum equitatae tribuno cohortis primae Dalmatarum miliariae tribuno eiusdem cohortis vice tertiae donis militaribus donato ab Imperatore Severo Augusto in expeditione Parthica procuratori ad census acceptandos in provincia Belgica procuratori Alpium Atrectianarum et vallis Poeninae curatori rei publicae Augustanorum Praetorianorum Foro Claudienses Ceutrones	lapis		45.5573093	6.6522217		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1995_01021.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050852			201 to 230
