EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Material	Comment	Links	Latitude	Longitude	TM Place	language	photo
EDCS-23100780	CIL 11, 05973	Umbria / Regio VI	Acqualagna / Pitinum Mergens	-50	-1	liberti/libertae; tituli sepulcrales; tria nomina; viri	[3]rnio |(mulieris) l(iberto) d[3] / [3] C(ai) f(ilii?) [3] / [3 Se]x(tus) [3] C(ai) f(ilius) Lo[ngus			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107132;CO0003879 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0003879 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107132&partId=1	43.6258843	12.6759738			http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0002706;pp
EDCS-23100781	CIL 11, 05974	Umbria / Regio VI	Acqualagna / Pitinum Mergens	1	200	liberti/libertae; mulieres; tituli sepulcrales; tria nomina; viri	C(aio) Dursubio / |(mulieris) l(iberto) Malchioni / Storiae / Sal(vi) l(ibertae) Qua/rtae et / M(arco) Duruvio / P(ubli) f(ilio) / [			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107144 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107144&partId=1	43.6258843	12.6759738			
EDCS-23100782	CIL 11, 05975	Umbria / Regio VI	Acqualagna / Pitinum Mergens			mulieres; tituli sepulcrales; tria nomina	[3]rniae C(ai) f(iliae) Ga[3] / [3]ria C(ai) f(ilia) Tertul[3] / [3] mater [			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107145 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107145&partId=1	43.6258843	12.6759738			
EDCS-23100783	CIL 11, 05976 (p 1396) = CIL 06, 16703 (p 3914)	Umbria / Regio VI	Acqualagna / Pitinum Mergens	51	200	liberti/libertae; mulieres; tituli sepulcrales; tria nomina; viri	D(is) M(anibus) / M(arco) Gutio M(arci) l(iberto) Verino / et Divillinae Primitiv(a)e / coniugi / L(ucius) Hoenius [Ae]milianus / cum M(arco) Gutio Vitale / fi[l(io)] et coherede / bene merentibus / posuerunt			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107146;CO0004075 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0004075 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107146&partId=1	43.6258843	12.6759738			http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0002959;pp
EDCS-23100784	CIL 11, 05977	Umbria / Regio VI	Acqualagna / Pitinum Mergens			praenomen et nomen; tituli sepulcrales; viri	D(is) [M(anibus)] L(ucius) Heidius L(uci) f(ilius)			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107147 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107147&partId=1	43.6258843	12.6759738			
EDCS-23100785	CIL 11, 05978	Umbria / Regio VI	Acqualagna / Pitinum Mergens	1	200	liberti/libertae; mulieres; tituli sepulcrales; tria nomina	Dis Manib(us) / Helviae C(ai) l(ibertae) / Donatae / Helvia C(ai) l(iberta) Tyrannis / mater			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107148 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107148&partId=1	43.6258843	12.6759738			
EDCS-23100786	CIL 11, 05979	Umbria / Regio VI	Acqualagna / Pitinum Mergens			mulieres; tituli sepulcrales; tria nomina	Herena Libur() / [H]er[en(a)] Clevania			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107149 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107149&partId=1	43.6258843	12.6759738			
EDCS-23100787	CIL 11, 05980	Umbria / Regio VI	Acqualagna / Pitinum Mergens	51	200	liberti/libertae; mulieres; tituli sepulcrales; tria nomina; viri	D(is) M(anibus) / T(iti) Seri Alexandri / Seria Maximilla / lib(erto) optimo			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107150;CO0003880 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0003880 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR107150&partId=1	43.6258843	12.6759738			http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0002707;pp
EDCS-35500658	Acquasparta 00007 = AE 2005, 00466	Umbria / Regio VI	Acquasparta / Carsulae	71	200	liberti/libertae; mulieres; tituli sepulcrales; tria nomina; viri	D(is) M(anibus) / P(ublio) Domitio / Leonae / Domitia / Fortunata / patrono / et sibi v(iva) f(ecit)			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N144311 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR144311&partId=1	42.6911725	12.5464506			http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Acquasparta_00007.jpg;pp
EDCS-35500659	Acquasparta 00009 = AE 2005, 00467	Umbria / Regio VI	Acquasparta / Carsulae	101	200	mulieres; tituli sepulcrales; tria nomina; viri	D(is) M(anibus) // Camuriae T(iti) f(iliae) Veri/ae C(aius) Stertinius AF/MIL[3]IILC MOB/[3]ius coniugi ka/rissimae b(ene) m(erenti)			http://db.edcs.eu/epigr/partner.php?s_language=en&param=N144313 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR144313&partId=1	42.6911725	12.5464506			http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Aquasparta_00009.jpg;pp
