EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Material	Comment	Links	Latitude	Longitude	TM Place	language	photo
EDCS-03000560	AE 1996, 00974	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	71	100	Augusti/Augustae; tituli honorarii; tituli sacri; viri	] I[mper(atoris) Caes(aris) 3] / [3 d]ivi V[espasiani f(ilii) Aug(usti?) 3] / [3 imper]at(oris?) I[I	lapis		http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050198 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD050198	45.5573093	6.6522217			
EDCS-54400198	CAG-73, p 101	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima				]IM[				45.5573093	6.6522217			
EDCS-54400130	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Sabinus	opus figlinae			45.5573093	6.6522217			
EDCS-54400129	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Gratus	opus figlinae			45.5573093	6.6522217			
EDCS-54400128	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			sigilla impressa; tituli fabricationis	VII/IP	opus figlinae			45.5573093	6.6522217			
EDCS-54400127	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			sigilla impressa; tituli fabricationis	PESXD	opus figlinae			45.5573093	6.6522217			
EDCS-54400126	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			sigilla impressa; tituli fabricationis	Pr[3]	opus figlinae			45.5573093	6.6522217			
EDCS-54400125	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			sigilla impressa; tituli fabricationis	[3]ummul[3]	opus figlinae			45.5573093	6.6522217			
EDCS-54400124	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Aprio f(ecit)	opus figlinae			45.5573093	6.6522217			
EDCS-54400123	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Resti	opus figlinae			45.5573093	6.6522217			
EDCS-54400122	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis	Pat()	opus figlinae			45.5573093	6.6522217			
EDCS-54400121	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis	Sed()	opus figlinae			45.5573093	6.6522217			
EDCS-54400120	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Rogati of(ficina)	opus figlinae			45.5573093	6.6522217			
EDCS-54400119	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Resti	opus figlinae			45.5573093	6.6522217			
EDCS-54400118	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Pecultares	opus figlinae			45.5573093	6.6522217			
EDCS-54400117	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Of(ficina) Primi	opus figlinae			45.5573093	6.6522217			
EDCS-54400116	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis	Of(ficina) Mim()	opus figlinae			45.5573093	6.6522217			
EDCS-54400115	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis	Of(ficina) Masc()	opus figlinae			45.5573093	6.6522217			
EDCS-54400114	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Of(ficina) Anni	opus figlinae			45.5573093	6.6522217			
EDCS-54400113	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis	Nem() f(ecit)	opus figlinae			45.5573093	6.6522217			
EDCS-54400112	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Nequres	opus figlinae			45.5573093	6.6522217			
EDCS-54400111	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			sigilla impressa; tituli fabricationis	Nat[3]	opus figlinae			45.5573093	6.6522217			
EDCS-54400110	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Mode(sti)	opus figlinae			45.5573093	6.6522217			
EDCS-54400109	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Matti m(anu)	opus figlinae			45.5573093	6.6522217			
EDCS-54400108	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Mariu(s)	opus figlinae			45.5573093	6.6522217			
EDCS-54400107	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Cobner(tus)	opus figlinae			45.5573093	6.6522217			
EDCS-54400106	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Cintu(s)	opus figlinae			45.5573093	6.6522217			
EDCS-54400105	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Cinnamus	opus figlinae			45.5573093	6.6522217			
EDCS-54400104	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Borilli of(ficina)	opus figlinae			45.5573093	6.6522217			
EDCS-54400103	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Aventini	opus figlinae			45.5573093	6.6522217			
EDCS-54400102	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Advocis	opus figlinae			45.5573093	6.6522217			
EDCS-54400101	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			sigilla impressa; viri	[3]us f(ecit)	opus figlinae			45.5573093	6.6522217			
EDCS-54400100	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Seuvo fecit	opus figlinae			45.5573093	6.6522217			
EDCS-54400099	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Noster f(ecit)	opus figlinae			45.5573093	6.6522217			
EDCS-54400098	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Agenor f(ecit)	opus figlinae			45.5573093	6.6522217			
EDCS-54400165	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Borillus	opus figlinae			45.5573093	6.6522217			
EDCS-54400164	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Bellus	opus figlinae			45.5573093	6.6522217			
EDCS-54400163	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Aventinnius	opus figlinae			45.5573093	6.6522217			
EDCS-54400162	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Annius	opus figlinae			45.5573093	6.6522217			
EDCS-54400161	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Advorcis	opus figlinae			45.5573093	6.6522217			
EDCS-54400160	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Of(ficina) Anni	opus figlinae			45.5573093	6.6522217			
EDCS-54400159	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Thursus	opus figlinae			45.5573093	6.6522217			
EDCS-54400158	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Mallius	opus figlinae			45.5573093	6.6522217			
EDCS-54400157	CAG-73, p 94	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima			nomen singulare; sigilla impressa; tituli fabricationis; viri	Fortunatus	opus figlinae			45.5573093	6.6522217			
